textID, # words ,genre,year,title,author,Publication information,Library of Congress classification (NF),FIXED
752823," 42,241 ",NF,1870,"Seven Wives and Seven Prisons; Or, Experiences in the Life of a Matrimonial Monomaniac. a True Story","Abbott, L. A., 1813-",,H,n
754867," 73,600 ",NF,1870,Army Life in a Black Regiment,"Higginson, Thomas Wentworth, 1823-1911",,E,n
762347," 72,834 ",NF,1870,Beeton's Book of Needlework,"Beeton, Mrs. (Isabella Mary), 1836-1865",,T,n
771218," 71,207 ",NF,1871,"Fragments of science, V. 1-2","Tyndall, John, 1820-1893",,Q,n
771898," 47,588 ",NF,1871,The Happiness of Heaven By a Father of the Society of Jesus,"Boudreaux, F. J., 1821-1894",,B,n
772641," 72,562 ",NF,1871,Adventures of a Young Naturalist,"Biart, Lucien, 1829-1897",,Q,n
750746," 72,824 ",NF,1872,Character,"Smiles, Samuel, 1812-1904",,B,n
751301," 87,386 ",NF,1872,Saunterings,"Warner, Charles Dudley, 1829-1900",,D,n
752510," 57,284 ",NF,1872,"Physics and Politics, or, Thoughts on the application of the principles of ""natural selection"" and ""","Bagehot, Walter, 1826-1877",,J,n
749315," 77,753 ",NF,1873,Myths and myth-makers: Old Tales and Superstitions Interpreted by Comparative Mythology,"Fiske, John, 1842-1901",,G,n
750626," 50,776 ",NF,1873,Oldport Days,"Higginson, Thomas Wentworth, 1823-1911",,F,n
751314," 70,407 ",NF,1873,Irish Race in the Past and the Present,"Thebaud, Augustus J., 1807-1885",,D,n
752511," 73,770 ",NF,1873,The English Constitution,"Bagehot, Walter, 1826-1877",,J,n
751936," 68,660 ",NF,1874,The Student's Elements of Geology,"Lyell, Charles, Sir, 1797-1875",,Q,n
752515," 78,518 ",NF,1874,David Crockett,"Abbott, John S. C. (John Stevens Cabot), 1805-1877",,F,n
758673," 70,165 ",NF,1874,"Manners, Customs, and Dress During the Middle Ages and During the Renaissance Period","Jacob, P. L., 1806-1884",,D,n
771399," 72,335 ",NF,1874,The Western World Picturesque Sketches of Nature and Natural History in North and South Americ,"Kingston, William Henry Giles, 1814-1880",,Q,n
750820," 74,014 ",NF,1875,Memoirs of Gen. William T. Sherman -- Volume 1,"Sherman, William T. (William Tecumseh), 1820-1891",,E,n
750821," 72,172 ",NF,1875,Memoirs of Gen. William T. Sherman -- Volume 2,"Sherman, William T. (William Tecumseh), 1820-1891",,E,n
751629," 60,372 ",NF,1875,"Science and Health, with Key to the Scriptures","Eddy, Mary Baker, 1821-1910",,B,n
754704," 74,794 ",NF,1875,Advice to a Mother on the Management of Her Children,"Chavasse, Pye Henry, 1810-1879",,R,n
754809," 22,785 ",NF,1875,A Domestic Problem : Work and Culture in the Household,"Diaz, Abby Morton, Mrs., 1821-1904",,H,n
749728," 71,160 ",NF,1876,The Unseen World and Other Essays,"Fiske, John, 1842-1901",,A,n
752439," 62,659 ",NF,1876,Winter Sunshine,"Burroughs, John, 1837-1921",,Q,n
765430," 66,466 ",NF,1876,"The People's Common Sense Medical Adviser in Plain English or, Medicine Simplified, 54th ed., One","Pierce, Ray Vaughn, 1840-1914",,R,n
749431," 69,670 ",NF,1877,History of the Conflict Between Religion and Science,"Draper, John William, 1811-1882",,B,n
764578," 28,520 ",NF,1877,How to Camp Out,"Gould, John Mead, 1839-1930",,S,n
749013," 74,439 ",NF,1879,A Lady's Life in the Rocky Mountains,"Bird, Isabella L. (Isabella Lucy), 1831-1904",,F,n
752418," 49,030 ",NF,1879,Andersonville -- Volume 2,"McElroy, John, 1846-1929",,E,n
752420," 56,483 ",NF,1879,Andersonville -- Volume 4,"McElroy, John, 1846-1929",,E,n
772258," 22,609 ",NF,1879,Fasting Girls Their Physiology and Pathology,"Hammond, William Alexander, 1828-1900",,R,n
772365," 36,081 ",NF,1879,Freedom in Science and Teaching. from the German of Ernst Haeckel,"Haeckel, Ernst Heinrich Philipp August, 1834-1919",,L,n
558465," 12,913 ",MAG,1870,Railway Problems in 1869,"Charles F. Adams, Jr.",North American Review: January 1870: 116-151,,n
558476," 10,852 ",MAG,1870,The Legal Tender Act,Henry Brooks Adams,North American Review: April 1870: 299-327,,n
558480," 8,368 ",MAG,1870,The Prospects of the Political Art,E. L. Godkin,North American Review: April 1870: 398-420,,n
577757," 7,205 ",MAG,1870,Private Galleries of New York. III. Mr. M. O. Roberts',Eugene Benson,Putnams: October 1870: 376-387,,n
577772," 7,895 ",MAG,1870,Man in the Moon,Prof. Schele de Vere,Putnams: November 1870: 465-477,,n
568968," 6,545 ",MAG,1870,Christianity a Universal Religion,President Woolsey,New Englander and Yale Review: April 1870: 272-289,,n
569012," 8,841 ",MAG,1870,Yale College - Some Thoughts Respecting its Future,Prof. Timothy Dwight,New Englander and Yale Review: July 1870: 448-471,,n
569039," 8,508 ",MAG,1870,President Fairchild's Moral Philosophy,Rev. M. Grosvenor,New Englander and Yale Review: October 1870: 549-572,,n
569040," 11,582 ",MAG,1870,The Study of English Literature,T. R. Lounsbury,New Englander and Yale Review: October 1870: 572-602,,n
569041," 8,295 ",MAG,1870,Yale College - Some Thoughts Respecting its Future. Second Article,Professor Timothy Dwight,New Englander and Yale Review: October 1870: 602-624,,n
533544," 7,435 ",MAG,1870,The Gods of Wo Lee,Sidney Andrews,Atlantic Monthly: April 1870: 469-480,,n
533546," 7,839 ",MAG,1870,"Peter Pitchlynn, Chief of the Choctaws",Charles Lanman,Atlantic Monthly: April 1870: 486-498,,n
534170," 6,606 ",MAG,1870,"Among the Isles of Shoals, IV",Mrs. Celia Thaxter,Atlantic Monthly: May 1870: 579-589,,n
536914," 6,722 ",MAG,1870,Music as a Means of Culture,John S. Dwight,Atlantic Monthly: September 1870: 321-332,,n
537600," 12,001 ",MAG,1870,Our Israelitish Brethren,James Parton,Atlantic Monthly: October 1870: 385-403,,n
537605," 7,910 ",MAG,1870,Speckled Trout,John Burroughs,Atlantic Monthly: October 1870: 429-440,,n
537610," 7,997 ",MAG,1870,Jeremiah S. Black and Edwin M. Stanton,Henry Wilson,Atlantic Monthly: October 1870: 463-476,,n
538304," 7,663 ",MAG,1870,The Intellectual Influence of Music,John S. Dwight,Atlantic Monthly: November 1870: 614-626,,n
501580," 7,333 ",MAG,1870,American Women and English Women,Justin McCarthy,Galaxy: July 1870: 25-36,,n
501586," 6,182 ",MAG,1870,Museums of Art,J. Jackson Jarves,Galaxy: July 1870: 50-61,,n
501656," 6,506 ",MAG,1870,'Will Murder Out?',Edward Crapsey,Galaxy: October 1870: 536-546,,n
509474," 9,030 ",MAG,1870,Civil Service Reform,A. R. Macdonough,Harpers: March 1870: 546-556,,n
509583," 9,143 ",MAG,1870,The Running Turf in America,Hamilton Busbey,Harpers: July 1870: 245-255,,n
