textID, # words ,genre,year,title,author,Publication information,Library of Congress classification (NF),FIXED
746479," 3,719 ",NF,2000,Sexual Risk Behaviors and Alcohol: Higher Base Rates Revealed using the Unmatched-Count Technique,"LaBrie, Joseph W.<SUP>1</SUP><CITE> jlabrie@lmu.edu</CITE><BR>Earleywine, Mitchell<SUP>1</SUP>","Journal of Sex Research:  Nov2000, Vol. 37 Issue 4, p321-326, 6p",H,n
746552," 3,673 ",NF,2000,Raising a holy racket,"GIBEAUT, JOHN","ABA Journal:  Jan1999, Vol. 85 Issue 1, p50, 6p, 5c",K,n
746553," 1,424 ",NF,2000,Both sides now,"CARTER, TERRY","ABA Journal:  Jan1999, Vol. 85 Issue 1, p56, 4p, 2c",K,n
746554," 2,319 ",NF,2000,Beyond the words,"KEEVA, STEVEN","ABA Journal:  Jan1999, Vol. 85 Issue 1, p60, 4p",K,n
746669," 2,307 ",NF,2000,Preservice Teachers' Explanations of Their Teaching Behavior,"Boger, Charlotte","Journal of Instructional Psychology:  Dec2000, Vol. 27 Issue 4, p217, 7p, 2 charts",L,n
746670," 1,056 ",NF,2000,Technology-Enhanced Counselor Training: Essential Technical Competencies,"Chandras, Kan V.","Journal of Instructional Psychology:  Dec2000, Vol. 27 Issue 4, p224, 4p, 1 chart",L,n
746671," 3,904 ",NF,2000,Attributes of Animation for Learning Scientific Knowledge,Lih-Juan ChanLin,"Journal of Instructional Psychology:  Dec2000, Vol. 27 Issue 4, p228, 11p, 3 charts, 2 diagrams",L,n
746672," 2,202 ",NF,2000,A Field Experiment: Instructor-Based Training vs. Computer-Based Training,"Desai, Mayur S.","Journal of Instructional Psychology:  Dec2000, Vol. 27 Issue 4, p239, 5p, 1 chart",L,n
746763," 8,173 ",NF,2000,"Arts, Words, Intellect, Education","Best, Harold M.","Arts Education Policy Review:  Jul/Aug2000, Vol. 101 Issue 6, p3, 9p",N,n
746764," 5,738 ",NF,2000,MUSICLINK: Nurturing Talent and Recognizing Achievement,"Haroutounian, Joanne","Arts Education Policy Review:  Jul/Aug2000, Vol. 101 Issue 6, p12, 9p, 2 graphs",N,n
746765," 4,426 ",NF,2000,Traditions and Experiment / Diversity and Change: Issues for Dance in American Education,"Hagood, Thomas K.","Arts Education Policy Review:  Jul/Aug2000, Vol. 101 Issue 6, p26, 6p",N,n
746766," 4,409 ",NF,2000,Arts Education in the Information Age: A New Place for Somatic Wisdom,"Ross, Janice","Arts Education Policy Review:  Jul/Aug2000, Vol. 101 Issue 6, p27, 6p",N,n
746774," 11,702 ",NF,2000,"Synecdoche, Topic Violence, and Shakespeare's Imitatio in Titus Andronicus","Christiansen, Nancy L.","Style:  Fall2000, Vol. 34 Issue 3, p350, 30p",P,n
746775," 6,514 ",NF,2000,Antimetabolic King John,"Hunt, Maurice","Style:  Fall2000, Vol. 34 Issue 3, p380, 22p",P,n
746776," 5,549 ",NF,2000,An Ethical Model in a Postmodern Faust: The Daemonic Parody of the Politics of Friendship in Thomas Mann's Doctor Faustus,"Champagne, Roland A.","Style:  Fall2000, Vol. 34 Issue 3, p444, 14p",P,n
746907," 2,429 ",NF,2000,Satisfaction with the Billing Process: Using a Patient Survey to Identify Opportunities for Process Improvement,"Gregory, Nancy<BR>Kaldenberg, Dennis O.","Hospital Topics:  Summer2000, Vol. 78 Issue 3, p20, 6p, 4 graphs",R,n
746908," 2,905 ",NF,2000,Futile Treatment and the Health Services Manager,"Darr, Kurt","Hospital Topics:  Summer2000, Vol. 78 Issue 3, p27, 4p",R,n
746149," 2,992 ",NF,2001,"Humanist Values, Brain Science, and 'Mind-Reading.'",,"Humanist:  Sep/Oct2001, Vol. 61 Issue 5, p26, 4p",B,n
746292," 5,957 ",NF,2001,"OIL, SANCTIONS, DEBT AND THE FUTURE","Alnasrawi, Abbas","Arab Studies Quarterly:  Fall2001, Vol. 23 Issue 4, p1, 14p",D,n
746293," 14,612 ",NF,2001,AN ECONOMY IN DEBT TRAP: IRAQI DEBT 1980-2020,"Jiyad, Ahmed M.","Arab Studies Quarterly:  Fall2001, Vol. 23 Issue 4, p15, 44p, 1 diagram, 11 graphs",D,n
746294," 3,582 ",NF,2001,"THE REGIONAL AND DOMESTIC POLITICAL CONSEQUENCES OF SANCTIONS IMPOSED ON IRAQ, LIBYA AND SUDAN","Niblock, Tim","Arab Studies Quarterly:  Fall2001, Vol. 23 Issue 4, p59, 9p",D,n
746295," 8,438 ",NF,2001,FOREIGN POLICY BY CATHARSIS: THE FAILURE OF U.S. POLICY TOWARD IRAQ,"Zunes, Stephen","Arab Studies Quarterly:  Fall2001, Vol. 23 Issue 4, p69, 18p",D,n
746296," 10,361 ",NF,2001,RUSSIAN-IRAQI RELATIONS: A HISTORICAL AND POLITICAL ANALYSIS,,"Arab Studies Quarterly:  Fall2001, Vol. 23 Issue 4, p87, 29p",D,n
746297," 7,337 ",NF,2001,JAPAN-IRAQ RELATIONS: THE PERCEPTION GAP AND ITS INFLUENCE ON DIPLOMATIC POLICIES,"Sakai, Keiko","Arab Studies Quarterly:  Fall2001, Vol. 23 Issue 4, p117, 20p, 2 graphs",D,n
746298," 5,180 ",NF,2001,PETITION ON BEHALF OF THE CHILDREN OF IRAQ SUBMITTED TO THE UNITED NATIONS CHARGING PRESIDENT BUSH AND U.S. AUTHORITIES ACTIONS CONSTITUTE ACTS OF GEN,,"Arab Studies Quarterly:  Fall2001, Vol. 23 Issue 4, p137, 14p",D,n
746309," 2,814 ",NF,2001,U.S. Security Strategy for the Asia-Pacific Region,"Mitchell, Derek I.","Asian Affairs: An American Review:  Fall2001, Vol. 28 Issue 3, p159, 8p",D,n
746310," 1,483 ",NF,2001,A response to Derek J. Mitchell: Four Basic and Controversial Issues in the U.S.-Asian Relationship,"Baiyi, Wu","Asian Affairs: An American Review:  Fall2001, Vol. 28 Issue 3, p166, 4p",D,n
746311," 4,218 ",NF,2001,In Pursuit of Open Markets: U.S. Economic Strategy in the Asia-Pacific,"Moore, Thomas G.","Asian Affairs: An American Review:  Fall2001, Vol. 28 Issue 3, p170, 10p",D,n
746312," 1,314 ",NF,2001,A response to Thomas G. Moore: Perils of a Pax Americana,"Xinbo, Wu","Asian Affairs: An American Review:  Fall2001, Vol. 28 Issue 3, p180, 3p",D,n
746313," 5,563 ",NF,2001,Appraising Democratic Developments in Postauthoritarian States: Thailand and Indonesia,"Ganesan, N.","Asian Affairs: An American Review:  Spring2001, Vol. 28 Issue 1, p3, 15p",D,n
746314," 7,014 ",NF,2001,Consolidation of Democracy in Hong Kong under Chinese Sovereignty,"Lam, Jermain T. M.","Asian Affairs: An American Review:  Spring2001, Vol. 28 Issue 1, p19, 17p",D,n
746315," 9,629 ",NF,2001,Changing Perceptions of India in the U.S. Congress,"Rubinoff, Arthur G.","Asian Affairs: An American Review:  Spring2001, Vol. 28 Issue 1, p37, 24p",D,n
746347," 2,314 ",NF,2001,SITUATIONS AND INTERPRETATIONS: EXPLORATIONS IN INTERPRETIVE PRACTICE,,"Anthropological Quarterly:  Oct2001, Vol. 74 Issue 4, p159-162, 4p",G,n
746348," 4,224 ",NF,2001,GETTING TO PERSUASION,,"Anthropological Quarterly:  Oct2001, Vol. 74 Issue 4, p163-169, 7p",G,n
746349," 5,346 ",NF,2001,QUESTIONS IN CROSS-LINGUISTIC MEDICAL ENCOUNTERS: THE ROLE OF THE HOSPITAL INTERPRETER,,"Anthropological Quarterly:  Oct2001, Vol. 74 Issue 4, p170-178, 9p, 2 charts",G,n
746783," 6,696 ",NF,2001,ERNESTINA DE CHAMPOURCÍN: A POET AND HER POETICS,"Bellver, Catherine G.","Hispanic Review:  Autumn2001, Vol. 69 Issue 4, p443, 23p",P,n
746784," 6,376 ",NF,2001,MI ECO MEJOR DE JUAN RAMÓN JIMÉNEZ: LOS INTERSTICIOS DE LA PALABRA POÉTICA,"Harretche, María Estela","Hispanic Review:  Autumn2001, Vol. 69 Issue 4, p467, 19p",P,n
746877," 4,439 ",NF,2001,"Effect of passive smoking on respiratory symptoms, bronchial responsiveness, lung function, and total serum IgE in the European Community Respiratory ","Janson, Christer<BR>Chinn, Susan<BR>Jarvis, Deborah<BR>Zock, Jan-Paul<BR>Torén, Kjell<BR>Burney, Pet","Lancet:  12/22/2001, Vol. 358 Issue 9299, p2103, 7p, 5 charts, 1 diagram, 1 graph",R,n
746878," 1,852 ",NF,2001,"Death by homicide, suicide, and other unnatural causes in people with mental illness: a population-based study","Hiroeh, Urara<BR>Appleby, Louis<BR>Preben Bo<BR>Mortensen<BR>Dunn, Graham","Lancet:  12/22/2001, Vol. 358 Issue 9299, p2110, 3p, 1 chart",R,n
746879," 2,847 ",NF,2001,Plasma concentration of asymmetrical dimethylarginine and mortality in patients with end-stage renal disease: a prospective study,,"Lancet:  12/22/2001, Vol. 358 Issue 9299, p2113, 5p, 4 charts",R,n
746880," 3,054 ",NF,2001,Sensitivity of a clinical examination to predict need for radiography in children with ankle injuries: a prospective study,"Boutis, Kathy<BR>Komar, Luba<BR>Jaramillo, Diego<BR>Babyn, Paul<BR>Alman, Benjamin<BR>Snyder, Brian<","Lancet:  12/22/2001, Vol. 358 Issue 9299, p2118, 4p, 3 charts, 1 diagram",R,n
746881," 2,701 ",NF,2001,Newly diagnosed idiopathic thrombocytopenic purpura in childhood: an observational study,"Kuhne, Thomas<BR>Imbach, Paul<BR>Bolton-Maggs, Paula H B<BR>Berchtold, Willi<BR>Blanchette, Victor<B","Lancet:  12/22/2001, Vol. 358 Issue 9299, p2122, 4p, 1 chart, 3 graphs",R,n
747013," 3,283 ",NF,2001,News,,"PSA Journal:  Mar2001, Vol. 67 Issue 3, p39, 4p",T,n
776315," 7,982 ",NF,2001,Stolen lives :twenty years in a desert jail,"Oufkir, Malika, 1953- Fitoussi, Michèle.","New York : Talk Miramax Books/Hyperion,Edition: 1st ed.",H,n
776346, 978 ,NF,2001,The wisdom of menopause :creating physical and emotional health and healing during the change,"Northrup, Christiane.","New York : Bantam Books,",R,n
776347," 7,280 ",NF,2001,Brown v. Board of Education :a civil rights milestone and its troubled legacy,"Patterson, James T.","Oxford ; New York : Oxford University Press,",K,n
776348," 3,527 ",NF,2001,Churchill :a biography,"Jenkins, Roy, 1920-2003.","New York : Farrar, Straus and Giroux,Edition: 1st ed.",D,n
776349, 990 ,NF,2001,Walking the Bible :a journey by land through the five books of Moses,"Feiler, Bruce S.","New York : Morrow,Edition: 1st ed.",D,n
776350," 2,594 ",NF,2001,The no-spin zone :confrontations with the powerful and famous in America,"O'Reilly, Bill.","New York : Broadway Books,Edition: 1st ed.",E,n
776351," 1,755 ",NF,2001,The best of times :America in the Clinton years,"Johnson, Haynes, 1931-","New York : Harcourt,Edition: 1st ed.",E,n
776352," 2,094 ",NF,2001,Body of secrets :anatomy of the ultra-secret National Security Agency : from the Cold War through the dawn of a new century,"Bamford, James.","New York : Doubleday,Edition: 1st ed.",U,n
776353," 2,523 ",NF,2001,Marie Antoinette :the journey,"Fraser, Antonia, 1932-","New York : N.A. Talese/Doubleday,",D,n
776354," 2,614 ",NF,2001,"Justice :crimes, trials, and punishments","Dunne, Dominick.","New York : Crown Publishers,Edition: 1st ed.",K,n
776355," 3,706 ",NF,2001,"Damned lies and statistics :untangling numbers from the media, politicians, and activists","Best, Joel.","Berkeley : University of California Press,",H,n
776356," 1,781 ",NF,2001,American patriots :the story of Blacks in the military from the Revolution to Desert Storm,"Buckley, Gail Lumet, 1937-","New York : Random House,Edition: 1st ed.",E,n
776357," 3,687 ",NF,2001,American colonies,"Taylor, Alan, 1955-","New York : Viking,",E,n
776358," 2,536 ",NF,2001,In the wake of the plague :the Black Death and the world it made,"Cantor, Norman F.","New York : Free Press,",R,n
776359," 2,606 ",NF,2001,"Aging with grace :what the nun study teaches us about leading longer, healthier, and more meaningful lives","Snowdon, David.","New York : Bantam Books,",H,n
776360," 1,243 ",NF,2001,War letters :extraordinary correspondence from American wars,"Carroll, Andrew.","New York : Scribner,",E,n
776439," 2,421 ",NF,2001,Bin Laden :the man who declared war on America,"Bodansky, Yossef.","Rocklin, Calif. : Forum,",H,n
