textID,  # words  ,genre,year,title,author,Publication information,Library of Congress classification (NF),FIXED
23605," 2,317 ",FIC,1950,Sir Carl of Heldart: ,Victoria Lincoln,Harpers Magazine (195009) pages: 74-78,,n
23606," 6,172 ",FIC,1950,The prisoner,Katherine Anne Porter,Harpers Magazine (195010) pages: 88-96,,n
23607," 7,440 ",FIC,1950,A name for the city,William Faulkner,Harpers Magazine (195010) pages: 200-214,,n
23608," 3,803 ",FIC,1950,The reasonable music: ,John Cheever,Harpers Magazine (195011) pages: 58-63,,n
23609," 5,879 ",FIC,1950,Under weigh,Katherine Anne Porter,Harpers Magazine (195011) pages: 80-88,,n
23610," 3,643 ",FIC,1950,Promiscuous unbound: ,Max Steele,Harpers Magazine (195012) pages: 41-46,,n
13861," 16,217 ",FIC,1952,The Slaughter of the Innocents,"Saroyan, William, 1908-1981",[Play script],,n
10288," 48,041 ",FIC,1952,Build-Up,William Carlos Williams,,,n
10289," 48,847 ",FIC,1952,Yet Other Waters,James T. Farrell,,,n
10290," 45,993 ",FIC,1952,Laughing to Keep From Crying,Langston Hughes,,,n
10291," 51,125 ",FIC,1952,Cry of the Children,John Horne Burns,,,n
10292," 48,652 ",FIC,1952,Back of Town,Maritta Wolff,,,n
780019," 50,031 ",FIC,1952,Steamboat Gothic,Frances Parkinson Keyes,"New York: Julian Messner, Inc.",,n
23633," 4,462 ",FIC,1952,The nutmeg eater: ,Hazel Heckman,Harpers Magazine (195201) pages: 34-40,,n
23648," 5,828 ",FIC,1952,The man on the trestle: ,Hughes Rudd,Harpers Magazine (195209) pages: 66-77,,n
10303," 52,248 ",FIC,1953,Law for the Lion,Louis Auchincloss,,,n
10307," 48,026 ",FIC,1953,Outsider,Richard Wright,,,n
10308," 71,748 ",FIC,1953,Lord Vanity,Samuel Shellabarger,,,n
10310," 40,406 ",FIC,1953,Velvet Doublet,James Street,,,n
16777," 28,035 ",FIC,1953,Knights of the Round Table,,[Movie script],,n
5817," 2,028 ",FIC,1953,The Carnivore,"MacLean, Katherine, 1925-",[Short story] In: Galaxy Science Fiction,,n
5818," 2,624 ",FIC,1953,Planet of Dreams,"McKimmey, James, 1923-",[Short story] In: If Worlds of Science Fiction,,n
5855," 2,537 ",FIC,1953,Show Business,"Boyd, Lyle Gifford, 1907-",[Short story] In: If Worlds of Science Fiction,,n
5677," 6,783 ",FIC,1953,Watchbird,"Sheckley, Robert, 1928-2005","[Short story] In: Eugene, OR",,n
5638," 1,936 ",FIC,1953,The Hour of Battle,"Sheckley, Robert, 1928-2005",[Short story] In: Space Science Fiction,,n
5547," 1,301 ",FIC,1954,Keep Out,"Brown, Fredric, 1906-1972",[Short story] In: Amazing Stories,,n
5549," 2,832 ",FIC,1954,"Cogito, Ergo Sum","West, John Foster,  1919-2008",[Short story] In: New York,,n
5567," 2,765 ",FIC,1954,Reel Life Films,"Merwin, Sam, 1910-1996",[Short story] In: Fantastic Universe,,n
5580," 4,561 ",FIC,1954,Be It Ever Thus,"Williams, Robert Moore,  1907-1977",[Short story] In: New York,,n
5581," 4,329 ",FIC,1954,Made in Tanganyika,"Jacobi, Carl Richard,  1908-1997",[Short story] In: Fantastic Universe,,n
5702," 6,493 ",FIC,1954,Death of a Spaceman,"Miller, Walter M.,  1923-1996",[Short story] In: Amazing Stories,,n
23682," 5,594 ",FIC,1954,The true confessions of Henry Pell,John Cheever,Harpers Magazine (195406) pages: 54-61,,n
23683," 5,908 ",FIC,1954,The dinner party: ,Gretchen Damrosch Finletter,Harpers Magazine (195407) pages: 38-46,,n
23684," 3,487 ",FIC,1954,A wand'ring minstrel,Nadine Gordimer,Harpers Magazine (195408) pages: 60-65,,n
23685," 5,695 ",FIC,1954,A soft answer: ,John Downing Weaver,Harpers Magazine (195409) pages: 64-72,,n
23686," 5,010 ",FIC,1954,The ladies of the house: ,Frank O'Connor,Harpers Magazine (195410) pages: 58-64,,n
23687," 5,208 ",FIC,1954,The mask: ,Storm Jameson,Harpers Magazine (195411) pages: 59-66,,n
23688," 5,818 ",FIC,1954,A good investment: ,Joyce Cary,Harpers Magazine (195412) pages: 64-72,,n
23689," 5,485 ",FIC,1955,The destructors: ,Graham Greene,Harpers Magazine (195501) pages: 68-75,,n
23690," 5,985 ",FIC,1955,The half-promised land: ,Jerome Weidman,Harpers Magazine (195502) pages: 42-50,,n
23691," 3,915 ",FIC,1955,A point of law: ,Morris Leopold Ernst,Harpers Magazine (195502) pages: 68-73,,n
23692," 5,839 ",FIC,1955,The medicine men: ,William Eastlake,Harpers Magazine (195503) pages: 54-62,,n
23693," 12,263 ",FIC,1955,The genius and the goddess (part I),Aldous Huxley,Harpers Magazine (195504) pages: 73-86,,n
23694," 4,119 ",FIC,1955,The quiet chimneys: ,William Eastlake,Harpers Magazine (195505) pages: 45-50,,n
23695," 7,985 ",FIC,1955,The genius and the goddess (part II),Aldous Huxley,Harpers Magazine (195505) pages: 71-79,,n
23696," 3,780 ",FIC,1955,The little missionary: ,Jack Cope,Harpers Magazine (195506) pages: 46-51,,n
23697," 8,326 ",FIC,1955,The genius and the goddess (part III),Aldous Huxley,Harpers Magazine (195506) pages: 71-80,,n
23698," 6,556 ",FIC,1955,The condemned librarian,Jessamyn West,Harpers Magazine (195507) pages: 45-53,,n
23699," 7,174 ",FIC,1955,The kill: ,Kay Boyle,Harpers Magazine (195508) pages: 43-51,,n
5552," 3,924 ",FIC,1955,The Hoofer,"Miller, Walter M.,  1923-1996",[Short story] In: Fantastic Universe,,n
5344," 6,597 ",FIC,1955,Bolden's Pets,"Wallace, F. L. (Floyd L.),  1915-2004",[Short story] In: New York,,n
4216," 8,204 ",FIC,1955,Shock Absorber,"Wald, E. G. von",[Short story] In: New York,,n
4222," 6,504 ",FIC,1955,Criminal Negligence,"McComas, J. Francis, 1911-1978",[Short story] In: Astounding Stories,,n
4164," 16,986 ",FIC,1955,Victory,"Del Rey, Lester, 1915-1993",[Short story] In: New York,,n
