textID,  # words  ,genre,year,title,author,Publication information,Library of Congress classification (NF),FIXED
13949," 29,108 ",FIC,1911,The Return of Peter Grimm,"Belasco, David, 1853-1931",[Play script],,n
13937," 23,911 ",FIC,1911,Mrs. Bumpstead-Leigh,"Smith, Harry James, 1880-1918",[Play script],,n
14608," 4,938 ",FIC,1911,Embers,"Middleton, George, 1880-1967",[Play script],,n
14609," 3,584 ",FIC,1911,The Failures,"Middleton, George, 1880-1967",[Play script],,n
14610," 3,806 ",FIC,1911,The Gargoyle,"Middleton, George, 1880-1967",[Play script],,n
14611," 4,362 ",FIC,1911,In His House,"Middleton, George, 1880-1967",[Play script],,n
14612," 4,042 ",FIC,1911,Madonna,"Middleton, George, 1880-1967",[Play script],,n
14613," 4,290 ",FIC,1911,The Man Masterful,"Middleton, George, 1880-1967",[Play script],,n
3117," 47,201 ",FIC,1912,Tales of Destiny,"Mitchell, Edmund",,,n
3459," 34,815 ",FIC,1912,Christmas A Story,"Gale, Zona, 1874-1938",,,n
3500," 74,655 ",FIC,1912,Pluck on the Long Trail Boy Scouts in the Rockies,"Sabin, Edwin L.",,,n
3653," 46,532 ",FIC,1912,Chums in Dixie or The Strange Cruise of a Motorboat,"Rathborne, St. George",,,n
3558," 79,628 ",FIC,1912,The Boy With the U. S. Fisheries,"Rolt-Wheeler, Francis, 1876-1960",,,n
14629," 3,955 ",FIC,1912,The Second Story Man,"Sinclair, Upton Beall, 1878-1968",[Play script],,n
14248," 4,132 ",FIC,1913,Dust of the Road,"Goodman, Kenneth Sawyer, 1883-1918",[Play script],,n
13925," 37,623 ",FIC,1913,Romance,"Sheldon, Edward, 1886-1946",[Play script],,n
2481," 29,164 ",FIC,1914,The Little Red Chimney Being the Love Story of a Candy Man,"Leonard, Mary Finley, 1862-",,,n
1587," 98,130 ",FIC,1914,The Long Chance,"Kyne, Peter B. (Peter Bernard), 1880-1957",,,n
2362," 33,455 ",FIC,1914,How It Happened,"Bosher, Kate Langley, 1865-1932",,,n
145," 56,404 ",FIC,1914,Penrod,"Tarkington, Booth, 1869-1946",Grosset & Dunlap,,n
482," 53,562 ",FIC,1914,Copy-Cat and Other Stories,"Freeman, Mary Eleanor Wilkins, 1852-1930",1914: London,,n
381," 40,653 ",FIC,1914,The Flying U Ranch,"Bower, B. M., 1871-1940",,,n
14262, 125 ,FIC,1915,The Shepherd in the Distance,"Hudson, Holland, 1889-",[Play script],,n
14265," 5,687 ",FIC,1915,Helena's Husband,"Moeller, Philip, 1880(?)-1958",[Play script],,n
