textID, # words ,genre,year,title,author,Publication information,Library of Congress classification (NF),FIXED
53162," 4,653 ",FIC,1990,One Main Sound,"Taylor-Hall, Mary Ann","Ploughshares:: Winter90/91, Vol. 16 Issue 4, p46, 12p:",,n
16194," 14,879 ",FIC,1990,Scenes From a Mall,,[Movie script],,n
13746," 13,155 ",FIC,1990,Shadow of a Man,"Moraga, Cherríe, 1952-",[Play script],,n
13676," 3,617 ",FIC,1990,I Miss You Already,"Scollard, Rose, fl. 1960-2003",[Play script],,n
13677," 11,707 ",FIC,1990,Firebird,"Scollard, Rose, fl. 1960-2003",[Play script],,n
53266," 6,532 ",FIC,1990,Lives of the Fathers,"Schwartz, Steven","Ploughshares:: Spring/Summer90, Vol. 16 Issue 1, p161, 18p:",,n
25031," 59,936 ",FIC,1993,Coming Up Down Home,Cecil Brown,"Hopewell, NJ: Ecco Press",,n
25034," 51,884 ",FIC,1993,Mitigating Circumstances,nancy Taylor Rosenberg,New York: Dutton,,n
25035," 44,618 ",FIC,1993,Snagged,Carol Higgins Clark,New York: Warner Books,,n
25036," 55,538 ",FIC,1993,The Temptations of St. Ed and BrotherS,Frank Bergon,Reno: University of Nevada,,n
25037," 43,904 ",FIC,1993,Sacred Clowns,Tony Hillerman,New York: Harper Collins,,n
1040078," 61,425 ",FIC,1993,Ladder of Years,Anne Tyler,,,n
41225," 2,186 ",FIC,1994,Journey or conversation,"Kis, Danilo","Review of Contemporary Fiction:Spring 1994:. Vol. 14, Iss. 1;  pg. 119:",,n
41226," 2,090 ",FIC,1994,The Auster instance: A ficto-biography,"White, Curtis","Review of Contemporary Fiction:Spring 1994:. Vol. 14, Iss. 1;  pg. 26:",,n
41227," 4,028 ",FIC,1994,BRAWITH,"Purdy, James","Antioch Review:Spring 1994:. Vol. 52, Iss. 2;  pg. 199:",,n
41228," 6,069 ",FIC,1994,ROSEBOWL,"Brodeur, Paul","Antioch Review:Spring 1994:. Vol. 52, Iss. 2;  pg. 334:",,n
41229," 7,259 ",FIC,1994,O lonesome day that ends in shame,,"Atlantic Monthly:Apr 1994:. Vol. 273, Iss. 4;  pg. 98, 8 pgs:",,n
41234," 6,685 ",FIC,1994,CHANDELIER,"Plattner, Andy","Paris Review:Spring 1994:. Vol. 36, Iss. 130;  pg. 122:",,n
41236," 4,875 ",FIC,1994,Histories of the undead,"Braverman, Kate","Paris Review:Spring 1994:. Vol. 36, Iss. 130;  pg. 214:",,n
41237," 13,104 ",FIC,1994,SNAKES,"Power, Susan","Paris Review:Spring 1994:. Vol. 36, Iss. 130;  pg. 20:",,n
41238," 2,193 ",FIC,1994,Heat,"Cornell, Jennifer C","Triquarterly:Spring 1994:. , Iss. 90;  pg. 220:",,n
41239," 5,676 ",FIC,1994,Rapid transit,"Chaon, Dan","Triquarterly:Spring 1994:. , Iss. 90;  pg. 57:",,n
41241," 9,081 ",FIC,1994,The intruder,"Gates, David","Triquarterly:Spring 1994:. , Iss. 90;  pg. 238:",,n
41242," 4,342 ",FIC,1994,The product,"Devine, Eleanore","Triquarterly:Spring 1994:. , Iss. 90;  pg. 226:",,n
41243," 6,172 ",FIC,1994,The snow goddess,"Hathaway, Dennis","Triquarterly:Spring 1994:. , Iss. 90;  pg. 186:",,n
41244," 5,200 ",FIC,1994,Vital statistics,"Dokey, Richard","Triquarterly:Spring 1994:. , Iss. 90;  pg. 153:",,n
41245," 5,342 ",FIC,1994,Whorl,"Fisher, Steve","Triquarterly:Spring 1994:. , Iss. 90;  pg. 201:",,n
41254," 2,581 ",FIC,1994,Agouti,"Williams, Brenda","Essence:Mar 1994:. Vol. 24, Iss. 11;  pg. 87, 5 pgs:",,n
41306," 10,294 ",FIC,1994,Open house,"D Ambrosio, Charles","Paris Review:Winter 1994:. Vol. 36, Iss. 133;  pg. 185:",,n
53949," 3,134 ",FIC,1994,Great works of western literature,"Bourne, Mark","Fantasy & Science Fiction:: Sep94, Vol. 87 Issue 3, p7, 9p:",,n
53950," 3,299 ",FIC,1994,From the Dust Returned,"Bradbury, Ray","Fantasy & Science Fiction:: Sep94, Vol. 87 Issue 3, p33, 11p, 1bw:",,n
53951," 5,064 ",FIC,1994,Our Ground and Every Fragrant Tree Is Shaded,"Cady, Jack","Fantasy & Science Fiction:: Sep94, Vol. 87 Issue 3, p44, 14p:",,n
53952," 5,130 ",FIC,1994,The Wall,"Vaughan, Bill","Fantasy & Science Fiction:: Sep94, Vol. 87 Issue 3, p58, 15p, 1bw:",,n
53953," 7,799 ",FIC,1994,To the Vector belong..,"Wilson, Robin","Fantasy & Science Fiction:: Sep94, Vol. 87 Issue 3, p81, 20p, 1bw:",,n
53954," 3,622 ",FIC,1994,The Fire This Time,"Benford, Gregory","Fantasy & Science Fiction:: Sep94, Vol. 87 Issue 3, p100, 10p:",,n
53955," 5,059 ",FIC,1994,Winter Rules,"Marcus, Daniel","Fantasy & Science Fiction:: Sep94, Vol. 87 Issue 3, p110, 14p, 1bw:",,n
53956," 14,119 ",FIC,1994,The Martian Child,"Gerrold, David","Fantasy & Science Fiction:: Sep94, Vol. 87 Issue 3, p124, 37p, 1bw:",,n
54004," 9,225 ",FIC,1994,Jesus at the Bat,"Friesner, Esther M.","Fantasy & Science Fiction:: Jul94, Vol. 87 Issue 1, p7, 24p:",,n
54005," 1,783 ",FIC,1994,A Feel for the Game,"Grossbach, Robert","Fantasy & Science Fiction:: Jul94, Vol. 87 Issue 1, p31, 5p:",,n
54006," 1,872 ",FIC,1994,Abridged Edition,"Oltion, Jerry","Fantasy & Science Fiction:: Jul94, Vol. 87 Issue 1, p41, 5p:",,n
54007, 562 ,FIC,1994,The Wereyam,"Patterson, Kent","Fantasy & Science Fiction:: Jul94, Vol. 87 Issue 1, p46, 2p:",,n
54008," 3,746 ",FIC,1994,With or Without You,"Vamosi, Robert","Fantasy & Science Fiction:: Jul94, Vol. 87 Issue 1, p48, 10p:",,n
54009," 1,654 ",FIC,1994,No Comet,"Vukcevich, Ray","Fantasy & Science Fiction:: Jul94, Vol. 87 Issue 1, p79, 5p:",,n
14349," 20,169 ",FIC,1995,Greensboro: A Requiem,"Mann, Emily, 1952-",[Play script],,n
14577," 17,644 ",FIC,1995,Hanging Women,"Spector, Donna, fl. 2002",[Play script],,n
