textID,  # words  ,genre,year,title,author,Publication information,Library of Congress classification (NF),FIXED
752365," 60,747 ",NF,1880,Wake-Robin,,,Q,n
754237," 73,510 ",NF,1880,Success with Small Fruits,"Roe, Edward Payson, 1838-1888",,S,n
772355," 73,592 ",NF,1880,"Royal Edinburgh Her Saints, Kings, Prophets and Poets","Oliphant, Mrs. (Margaret), 1828-1897",,D,n
751441," 43,170 ",NF,1881,"Autobiography of Mark Rutherford, Edited by his friend Reuben Shapcott","Rutherford, Mark, 1831-1913",,C,n
754680," 72,623 ",NF,1881,Lectures and Essays,"Smith, Goldwin, 1823-1910",,A,n
756156," 70,531 ",NF,1881,Houses and House-Life of the American Aborigines,"Morgan, Lewis H., 1818-1881",,E,n
767865," 19,679 ",NF,1881,Sketch of the Mythology of the North American Indians First Annual Report of the Bureau of Ethnol,"Powell, John Wesley, 1834-1902",,E,n
769387," 7,514 ",NF,1881,Hiawatha and the Iroquois Confederation A Study in Anthropology. A Paper Read at the Cincinnati M,"Hale, Horatio, 1817-1896",,E,n
751937," 58,270 ",NF,1882,Hopes and Fears for Art,"Morris, William, 1834-1896",,N,n
758759," 66,667 ",NF,1882,American Hero-Myths A Study in the Native Religions of the Western Continent,"Brinton, Daniel Garrison, 1837-1899",,E,n
767691," 72,789 ",NF,1882,India: What can it teach us? A Course of Lectures Delivered before the University Of Cambridge,"Wilder, Alexander, 1823-1908",,D,n
772260," 47,407 ",NF,1882,"Detailed Minutiae of Soldier life in the Army of Northern Virginia, 1861-1865","McCarthy, Carlton, 1847-",,E,n
751583," 72,190 ",NF,1883,The Golden Chersonese and the Way Thither,"Bird, Isabella L. (Isabella Lucy), 1831-1904",,D,n
754776," 46,862 ",NF,1883,"Godliness : being reports of a series of addresses delivered at James's Hall, London, W. during 1881","Booth, Catherine Mumford, 1829-1890",,B,n
765657," 11,058 ",NF,1883,Illustrated Catalogue of the Collections Obtained from the Indians of New Mexico in 1880 Second A,"Stevenson, James, 1840-1888",,E,n
770066," 73,408 ",NF,1884,Natural Law in the Spiritual World,"Drummond, Henry, 1851-1897",,B,n
771020," 67,673 ",NF,1884,Tea Leaves Being a Collection of Letters and Documents relating to the shipment of Tea to the ,"Drake, Francis S. (Francis Samuel), 1828-1885",,E,n
751052," 71,199 ",NF,1885,"The Prehistoric World; or, Vanished races","Allen, Emory Adams, 1853-",,G,n
763990," 9,526 ",NF,1885,The Religious Life of the Zuñi Child,"Stevenson, Matilda Coxe Evans, 1849-1915",,E,n
772302," 18,033 ",NF,1885,Child's Health Primer For Primary Classes With Special Reference to the Effects of Alcoholic Drin,"Andrews, Jane, 1833-1887",,Q,n
750665," 37,489 ",NF,1886,Sermons on the Card,"Latimer, Hugh, 1485?-1555",,B,n
