textID,  # words  ,genre,year,title,author,Publication information,Library of Congress classification (NF),FIXED
3643," 12,521 ",FIC,1920,The Tale of Bobby Bobolink Tuck-me-In Tales,"Bailey, Arthur Scott, 1877-1949",,,n
14269," 5,217 ",FIC,1920,Sham,"Tompkins, Frank G., fl. 1920",[Play script],,n
14298," 6,347 ",FIC,1920,The Pilgrim and the Book,"MacKaye, Percy, 1875-1956",[Play script],,n
14292," 4,446 ",FIC,1920,Matinata,"Langner, Lawrence, 1890-1962",[Play script],,n
16269," 15,777 ",FIC,1920,"Love Expert, The",,[Movie script],,n
16235," 13,973 ",FIC,1920,Way Down East,"Kelly, Anthony Paul, 1897-1932",[Movie script],,n
16237," 10,424 ",FIC,1920,"Daredevil, The","Mix, Tom, 1880-1940",[Movie script],,n
14291," 2,962 ",FIC,1921,Solomon's Song,"Kemp, Harry, 1883-1960",[Play script],,n
14289," 6,342 ",FIC,1921,Pearl of Dawn,"Hudson, Holland, 1889-",[Play script],,n
14283," 23,621 ",FIC,1921,The Hero,"Emery, Gilbert, 1875-1945",[Play script],,n
14287," 6,316 ",FIC,1921,Goat Alley,"Culbertson, Ernest Howard, fl. 1921",[Play script],,n
3769," 54,300 ",FIC,1921,Plotting in Pirate Seas,"Rolt-Wheeler, Francis, 1876-1960",,,n
2541," 41,818 ",FIC,1921,"Ruth Fielding in the Great Northwest Or, The Indian Girl Star of the Movies","Emerson, Alice B., pseud.",,,n
2717," 25,311 ",FIC,1921,The Puritan Twins,"Perkins, Lucy Fitch, 1865-1937",,,n
2683," 39,912 ",FIC,1921,Liza of Lambeth,"Maugham, W. Somerset (William Somerset), 1874-1965",,,n
3420," 47,971 ",FIC,1921,Grace Harlowe's Overland Riders in the Great North Woods,"Flower, Jessie Graham [pseud.], -1931",,,n
3416," 36,951 ",FIC,1921,The Boy Scouts on the Trail,"Durston, George",,,n
3366," 75,982 ",FIC,1921,The Cross-Cut,"Cooper, Courtney Ryley, 1886-1940",,,n
3264," 46,871 ",FIC,1921,The Laughing Prince Jugoslav Folk and Fairy Tales,"Fillmore, Parker, 1878-1944",,,n
3298," 55,454 ",FIC,1921,More Tish,"Rinehart, Mary Roberts, 1876-1958",,,n
3172," 18,705 ",FIC,1921,The Story of a China Cat,"Hope, Laura Lee",,,n
3246," 48,840 ",FIC,1921,Frank and Andy Afloat The Cave on the Island,"Barnum, Vance",,,n
3039," 13,790 ",FIC,1921,The Tale of Henrietta Hen,"Bailey, Arthur Scott, 1877-1949",,,n
1547," 59,599 ",FIC,1922,Polly of Pebbly Pit,"Roy, Lillian Elizabeth, 1868-1932",,,n
1944," 46,546 ",FIC,1922,Half-Past Seven Stories,"Anderson, Robert Gordon",,,n
2197," 87,757 ",FIC,1922,The Sky Line of Spruce,"Marshall, Edison, 1894-1967",A.L. Burt Co.,,n
2156," 48,328 ",FIC,1922,The Unspeakable Gentleman,"Marquand, John P. (John Phillips), 1893-1960",,,n
2297," 95,177 ",FIC,1922,Judith of the Godless Valley,"Morrow, Honoré, 1880-1940",,,n
2326," 48,882 ",FIC,1922,Copper Streak Trail,"Rhodes, Eugene Manlove, 1869-1934",,,n
2327," 40,635 ",FIC,1922,Betty Gordon at Mountain Camp,"Emerson, Alice B., pseud.",,,n
368," 70,629 ",FIC,1922,The Voyages of Dr. Dolittle,"Lofting, Hugh, 1886-1947",,,n
435," 37,903 ",FIC,1922,Where the Blue Begins,"Morley, Christopher, 1890-1957",,,n
527," 66,125 ",FIC,1922,The ninth vibration and other stories,"Beck, L. Adams (Lily Moresby Adams), -1931",,,n
945," 24,984 ",FIC,1922,Down the Mother Lode,"Hemphill, Vivia, 1889-1934",,,n
1083," 15,546 ",FIC,1922,The Hairy Ape,"O'Neill, Eugene, 1888-1953",,,n
1085," 24,870 ",FIC,1922,Anna Christie,"O'Neill, Eugene, 1888-1953",,,n
1086," 19,875 ",FIC,1922,The First Man,"O'Neill, Eugene, 1888-1953",,,n
4863," 55,587 ",FIC,1922,Penguin Persons &amp; Peppermints,"Eaton, Walter Prichard,  1878-1957",,,n
3317," 2,705 ",FIC,1922,The Reckoning A Play in One Act,"Wilde, Percival, 1887-1953",,,n
3396," 62,545 ",FIC,1922,Jane Journeys On,"Mitchell, Ruth Comfort, 1882-1954",,,n
2512," 10,017 ",FIC,1922,Christmas Outside of Eden,"Dawson, Coningsby, 1883-1959",,,n
2566," 55,291 ",FIC,1922,Love Conquers All,"Benchley, Robert, 1889-1945",,,n
13482," 5,187 ",FIC,1922,Saints and Singing,"Stein, Gertrude, 1874-1946",[Play script],,n
13921," 19,853 ",FIC,1922,Icebound,"Davis, Owen, 1874-1956",[Play script],,n
14377," 2,434 ",FIC,1922,The Long Night,"Green, Paul Eliot, 1894-1981",[Play script],,n
14301," 5,594 ",FIC,1922,Thursday Evening,"Morley, Christopher, 1890-1957",[Play script],,n
14326," 3,147 ",FIC,1922,The Bank Robbery,"Ehrmann, Max, 1852-1945",[Play script],,n
16273," 18,154 ",FIC,1922,Red Hot Romance,,[Movie script],,n
16077," 29,647 ",FIC,1922,"Headless Horseman, The",,[Movie script],,n
16172," 1,217 ",FIC,1923,"Woman of Paris, A",,[Movie script],,n
14315," 17,142 ",FIC,1923,Robin Hood or the Merry Outlaws of Sherwood Forest,"Davis, Owen, 1874-1956",[Play script],,n
14369," 10,443 ",FIC,1923,Sam Tucker,"Green, Paul Eliot, 1894-1981",[Play script],,n
14067," 28,802 ",FIC,1923,Hell-Bent fer Heaven,"Hughes, Hatcher, 1883-1945",[Play script],,n
16274," 34,269 ",FIC,1925,"Phantom of the Opera, The",,[Movie script],,n
13367," 5,863 ",FIC,1925,Peggy,"Crothers, Rachel, 1878(?)-1958",[Play script],,n
13340," 28,485 ",FIC,1925,The Heart of Paddy Whack,"Crothers, Rachel, 1878(?)-1958",[Play script],,n
14421," 18,986 ",FIC,1925,Outside Looking In,"Anderson, Maxwell, 1888-1959",[Play script],,n
14117," 26,426 ",FIC,1926,The Road to Rome,"Sherwood, Robert Emmet, 1896-1955",[Play script],,n
16245," 12,239 ",FIC,1926,Faust,"Goethe, Johann Wolfgang, 1749-1832; Marlowe, Christopher, 1564-1593",[Movie script],,n
16386," 21,202 ",FIC,1927,"Jazz Singer, The",,[Movie script],,n
14163," 1,705 ",FIC,1928,The Marriage We Deplore,"Wilder, Thornton Niven, 1897-1975",[Play script],,n
14164, 983 ,FIC,1928,The Angel That Troubled the Waters,"Wilder, Thornton Niven, 1897-1975",[Play script],,n
14165, 747 ,FIC,1928,Hast Thou Considered my Servant Job,"Wilder, Thornton Niven, 1897-1975",[Play script],,n
14166," 1,386 ",FIC,1928,Mozart and the Gray Steward,"Wilder, Thornton Niven, 1897-1975",[Play script],,n
14167, 885 ,FIC,1928,Now the Servant's Name Was Malachus,"Wilder, Thornton Niven, 1897-1975",[Play script],,n
14168," 1,009 ",FIC,1928,And the Sea Shall Give Up Its Dead,"Wilder, Thornton Niven, 1897-1975",[Play script],,n
14143," 3,891 ",FIC,1928,The Rivers Under the Earth,"Wilder, Thornton Niven, 1897-1975",[Play script],,n
